split_name,family,target,score_method,coverage_target,actual_coverage,n,MAE,RMSE,MAPE_pct,Median_APE_pct,P95_APE_pct,Max_APE_pct,Bias,R2
holdout_Re500,withheld_reynolds,DelP_Pa,D_plus_V,0.8,0.8003472222222222,922,416.47030690793633,689.4992901051567,58.12808309427991,58.82660679410262,61.31583022624747,62.322402588498825,-416.47030690793633,0.5592764381163602
holdout_Re500,withheld_reynolds,DelP_Pa,D_plus_V,0.7,0.7005208333333334,807,415.67267891183593,689.1748818948179,58.07755957151583,58.7515036516334,61.2594807262928,62.322402588498825,-415.67267891183593,0.560045761453116
holdout_Re500,withheld_reynolds,DelP_Pa,U_plus_D_plus_V,0.95,0.9505208333333334,1095,438.5851925446005,717.2017413285676,58.371611881285034,59.000627473431784,62.25954880657842,63.00341610290478,-438.5851925446005,0.5511229307713965
holdout_Re500,withheld_reynolds,DelP_Pa,U_plus_D_plus_V,0.9,0.9001736111111112,1037,443.3083960637772,729.8494933355,58.377900163724696,59.02358413673029,62.25726182514644,63.00341610290478,-443.3083960637772,0.5547938310299212
holdout_Re500,withheld_reynolds,DelP_Pa,U_plus_D_plus_V,0.8,0.8003472222222222,922,437.9942169643175,733.6489706857506,58.415697837182066,59.04674587470299,62.26896215990491,63.00341610290478,-437.9942169643175,0.5634615275984016
holdout_Re500,withheld_reynolds,DelP_Pa,U_plus_D_plus_V,0.7,0.7005208333333334,807,455.7146635260192,758.2136859861622,58.3635391437403,59.057872505176945,62.25349079238213,63.00341610290478,-455.7146635260192,0.5607700643019211
holdout_Re500,withheld_reynolds,DelP_Pa,U_2D_plus_V,0.95,0.9505208333333334,1095,438.58519254460043,717.2017413285674,58.371611881285034,59.000627473431784,62.25954880657842,63.00341610290478,-438.58519254460043,0.5511229307713967
holdout_Re500,withheld_reynolds,DelP_Pa,U_2D_plus_V,0.9,0.9001736111111112,1037,443.3083960637772,729.8494933355,58.37790016372469,59.02358413673029,62.25726182514644,63.00341610290478,-443.3083960637772,0.5547938310299212
holdout_Re500,withheld_reynolds,DelP_Pa,U_2D_plus_V,0.8,0.8003472222222222,922,438.64331381083235,733.89260043365,58.40748051106766,59.04395931203025,62.26896215990491,63.00341610290478,-438.64331381083235,0.5629092864902678
holdout_Re500,withheld_reynolds,DelP_Pa,U_2D_plus_V,0.7,0.7005208333333334,807,453.2731788327704,753.2849154118534,58.35912591912787,59.045878659749604,62.25349079238213,63.00341610290478,-453.2731788327704,0.5603183537369512
holdout_Re500,withheld_reynolds,DelP_Pa,conservative_U_D_V_max,0.95,0.9505208333333334,1095,429.0694133711904,697.6824151045222,58.41216148211841,59.02081689646073,62.206277127308105,62.969861861170386,-429.0694133711904,0.5484007920709743
holdout_Re500,withheld_reynolds,DelP_Pa,conservative_U_D_V_max,0.9,0.9001736111111112,1037,434.17221366968164,708.7104658255709,58.240732150888405,58.91853226260133,61.7318821880439,62.95956329013836,-434.17221366968164,0.550505243855517
holdout_Re500,withheld_reynolds,DelP_Pa,conservative_U_D_V_max,0.8,0.8003472222222222,922,416.47030690793633,689.4992901051567,58.12808309427991,58.82660679410262,61.31583022624747,62.322402588498825,-416.47030690793633,0.5592764381163602
holdout_Re500,withheld_reynolds,DelP_Pa,conservative_U_D_V_max,0.7,0.7005208333333334,807,415.67267891183593,689.1748818948179,58.07755957151583,58.7515036516334,61.2594807262928,62.322402588498825,-415.67267891183593,0.560045761453116
holdout_Re500,withheld_reynolds,DelP_Pa,oracle_error_rank,0.95,0.9505208333333334,1095,449.396010309827,727.0372611507046,58.15224164633519,58.877524999244415,61.51298698030162,62.25934096742257,-449.396010309827,0.5448283578472288
holdout_Re500,withheld_reynolds,DelP_Pa,oracle_error_rank,0.9,0.9001736111111112,1037,460.80125415449487,744.4305112095388,57.94064991007152,58.67244495991617,61.22921610335781,61.45168425306176,-460.80125415449487,0.5437173326140912
holdout_Re500,withheld_reynolds,DelP_Pa,oracle_error_rank,0.8,0.8003472222222222,922,495.1766397007488,786.45395971454,57.534037428127,58.27423776735526,60.659939989562645,60.9859355244619,-495.1766397007488,0.53324076639681
holdout_Re500,withheld_reynolds,DelP_Pa,oracle_error_rank,0.7,0.7005208333333334,807,540.0799177059963,836.6307689887822,57.09881033085652,57.95383657561499,59.98409280953665,60.22068324297769,-540.0799177059963,0.5169911235318049
