split_name,family,target,score_method,tolerance_pct,failure_rate,failure_AUROC,failure_AUPRC,AURC_MAPE_pct,full_MAE,full_RMSE,full_MAPE_pct,full_R2
holdout_Re500,withheld_reynolds,Nuavg,U_only,5.0,1.0,,,22.67217423321213,6.0250817918645,7.101897912188331,22.25554962522673,0.5601832208670838
holdout_Re500,withheld_reynolds,Nuavg,D_only,5.0,1.0,,,20.89961586502062,6.0250817918645,7.101897912188331,22.25554962522673,0.5601832208670838
holdout_Re500,withheld_reynolds,Nuavg,V_only,5.0,1.0,,,22.473237782283608,6.0250817918645,7.101897912188331,22.25554962522673,0.5601832208670838
holdout_Re500,withheld_reynolds,Nuavg,U_plus_D,5.0,1.0,,,22.278976935564845,6.0250817918645,7.101897912188331,22.25554962522673,0.5601832208670838
holdout_Re500,withheld_reynolds,Nuavg,U_plus_V,5.0,1.0,,,22.67217423321213,6.0250817918645,7.101897912188331,22.25554962522673,0.5601832208670838
holdout_Re500,withheld_reynolds,Nuavg,D_plus_V,5.0,1.0,,,20.89961586502062,6.0250817918645,7.101897912188331,22.25554962522673,0.5601832208670838
holdout_Re500,withheld_reynolds,Nuavg,U_plus_D_plus_V,5.0,1.0,,,22.278976935564845,6.0250817918645,7.101897912188331,22.25554962522673,0.5601832208670838
holdout_Re500,withheld_reynolds,Nuavg,U_2D_plus_V,5.0,1.0,,,21.854214342820146,6.0250817918645,7.101897912188331,22.25554962522673,0.5601832208670838
holdout_Re500,withheld_reynolds,Nuavg,conservative_U_D_V_max,5.0,1.0,,,20.904954795864512,6.0250817918645,7.101897912188331,22.25554962522673,0.5601832208670838
holdout_Re500,withheld_reynolds,Nuavg,oracle_error_rank,5.0,1.0,,,19.021567998466075,6.0250817918645,7.101897912188331,22.25554962522673,0.5601832208670838
holdout_Re500,withheld_reynolds,Nuavg,random_rejection,5.0,1.0,,,22.167342406843606,6.0250817918645,7.101897912188331,22.25554962522673,0.5601832208670838
holdout_Re500,withheld_reynolds,DelP_Pa,U_only,10.0,1.0,,,58.51151953160072,437.98014182528306,710.6955645928156,58.37050169214336,0.5468272799034257
holdout_Re500,withheld_reynolds,DelP_Pa,D_only,10.0,1.0,,,58.19950489414171,437.98014182528306,710.6955645928156,58.37050169214336,0.5468272799034257
holdout_Re500,withheld_reynolds,DelP_Pa,V_only,10.0,1.0,,,57.913412916099105,437.98014182528306,710.6955645928156,58.37050169214336,0.5468272799034257
holdout_Re500,withheld_reynolds,DelP_Pa,U_plus_D,10.0,1.0,,,58.46466470387617,437.98014182528306,710.6955645928156,58.37050169214336,0.5468272799034257
holdout_Re500,withheld_reynolds,DelP_Pa,U_plus_V,10.0,1.0,,,58.51151953160072,437.98014182528306,710.6955645928156,58.37050169214336,0.5468272799034257
holdout_Re500,withheld_reynolds,DelP_Pa,D_plus_V,10.0,1.0,,,58.19950489414171,437.98014182528306,710.6955645928156,58.37050169214336,0.5468272799034257
holdout_Re500,withheld_reynolds,DelP_Pa,U_plus_D_plus_V,10.0,1.0,,,58.46466470387617,437.98014182528306,710.6955645928156,58.37050169214336,0.5468272799034257
holdout_Re500,withheld_reynolds,DelP_Pa,U_2D_plus_V,10.0,1.0,,,58.43826309021482,437.98014182528306,710.6955645928156,58.37050169214336,0.5468272799034257
holdout_Re500,withheld_reynolds,DelP_Pa,conservative_U_D_V_max,10.0,1.0,,,58.19950489414171,437.98014182528306,710.6955645928156,58.37050169214336,0.5468272799034257
holdout_Re500,withheld_reynolds,DelP_Pa,oracle_error_rank,10.0,1.0,,,55.94046707850155,437.98014182528306,710.6955645928156,58.37050169214336,0.5468272799034257
holdout_Re500,withheld_reynolds,DelP_Pa,random_rejection,10.0,1.0,,,58.299118019946796,437.98014182528306,710.6955645928156,58.37050169214336,0.5468272799034257
holdout_G01,withheld_geometry,Nuavg,U_only,5.0,0.13932291666666666,0.34854440312751844,0.10632601546065976,2.9840254627158265,0.6094776435434818,0.8886139207473358,2.7016054748301497,0.9905574351802086
holdout_G01,withheld_geometry,Nuavg,D_only,5.0,0.13932291666666666,0.5,0.13932291666666666,2.125112204716242,0.6094776435434818,0.8886139207473358,2.7016054748301497,0.9905574351802086
holdout_G01,withheld_geometry,Nuavg,V_only,5.0,0.13932291666666666,0.5,0.13932291666666666,2.125112204716242,0.6094776435434818,0.8886139207473358,2.7016054748301497,0.9905574351802086
holdout_G01,withheld_geometry,Nuavg,U_plus_D,5.0,0.13932291666666666,0.34854440312751844,0.10632601546065976,2.9840254627158265,0.6094776435434818,0.8886139207473358,2.7016054748301497,0.9905574351802086
holdout_G01,withheld_geometry,Nuavg,U_plus_V,5.0,0.13932291666666666,0.34854440312751844,0.10632601546065976,2.9840254627158265,0.6094776435434818,0.8886139207473358,2.7016054748301497,0.9905574351802086
holdout_G01,withheld_geometry,Nuavg,D_plus_V,5.0,0.13932291666666666,0.5,0.13932291666666666,2.125112204716242,0.6094776435434818,0.8886139207473358,2.7016054748301497,0.9905574351802086
holdout_G01,withheld_geometry,Nuavg,U_plus_D_plus_V,5.0,0.13932291666666666,0.34854440312751844,0.10632601546065976,2.9840254627158265,0.6094776435434818,0.8886139207473358,2.7016054748301497,0.9905574351802086
holdout_G01,withheld_geometry,Nuavg,U_2D_plus_V,5.0,0.13932291666666666,0.34854440312751844,0.10632601546065976,2.9840254627158265,0.6094776435434818,0.8886139207473358,2.7016054748301497,0.9905574351802086
holdout_G01,withheld_geometry,Nuavg,conservative_U_D_V_max,5.0,0.13932291666666666,0.5,0.13932291666666666,2.125112204716242,0.6094776435434818,0.8886139207473358,2.7016054748301497,0.9905574351802086
holdout_G01,withheld_geometry,Nuavg,learned_logistic_gate,5.0,0.13932291666666666,0.34854440312751844,0.10632601546065976,2.9840254627158265,0.6094776435434818,0.8886139207473358,2.7016054748301497,0.9905574351802086
holdout_G01,withheld_geometry,Nuavg,oracle_error_rank,5.0,0.13932291666666666,1.0,1.0,1.3844591274529914,0.6094776435434818,0.8886139207473358,2.7016054748301497,0.9905574351802086
holdout_G01,withheld_geometry,Nuavg,random_rejection,5.0,0.13932291666666666,0.49370113252364717,0.1418309015701995,2.7415943930628552,0.6094776435434818,0.8886139207473358,2.7016054748301497,0.9905574351802086
holdout_G01,withheld_geometry,DelP_Pa,U_only,10.0,0.03515625,0.3162393162393162,0.024445202008252516,4.883563061916417,7.829282330205874,12.54896022373591,4.77728928559319,0.9996102299779321
holdout_G01,withheld_geometry,DelP_Pa,D_only,10.0,0.03515625,0.5,0.03515625,4.080324043960607,7.829282330205874,12.54896022373591,4.77728928559319,0.9996102299779321
holdout_G01,withheld_geometry,DelP_Pa,V_only,10.0,0.03515625,0.5,0.03515625,4.080324043960607,7.829282330205874,12.54896022373591,4.77728928559319,0.9996102299779321
holdout_G01,withheld_geometry,DelP_Pa,U_plus_D,10.0,0.03515625,0.3162393162393162,0.024445202008252516,4.883563061916417,7.829282330205874,12.54896022373591,4.77728928559319,0.9996102299779321
holdout_G01,withheld_geometry,DelP_Pa,U_plus_V,10.0,0.03515625,0.3162393162393162,0.024445202008252516,4.883563061916417,7.829282330205874,12.54896022373591,4.77728928559319,0.9996102299779321
holdout_G01,withheld_geometry,DelP_Pa,D_plus_V,10.0,0.03515625,0.5,0.03515625,4.080324043960607,7.829282330205874,12.54896022373591,4.77728928559319,0.9996102299779321
holdout_G01,withheld_geometry,DelP_Pa,U_plus_D_plus_V,10.0,0.03515625,0.3162393162393162,0.024445202008252516,4.883563061916417,7.829282330205874,12.54896022373591,4.77728928559319,0.9996102299779321
holdout_G01,withheld_geometry,DelP_Pa,U_2D_plus_V,10.0,0.03515625,0.3162393162393162,0.024445202008252516,4.883563061916417,7.829282330205874,12.54896022373591,4.77728928559319,0.9996102299779321
holdout_G01,withheld_geometry,DelP_Pa,conservative_U_D_V_max,10.0,0.03515625,0.5,0.03515625,4.080324043960607,7.829282330205874,12.54896022373591,4.77728928559319,0.9996102299779321
holdout_G01,withheld_geometry,DelP_Pa,oracle_error_rank,10.0,0.03515625,1.0,1.0,2.4518731292242313,7.829282330205874,12.54896022373591,4.77728928559319,0.9996102299779321
holdout_G01,withheld_geometry,DelP_Pa,random_rejection,10.0,0.03515625,0.42675063727695306,0.03149578400891856,4.796102949929666,7.829282330205874,12.54896022373591,4.77728928559319,0.9996102299779321
holdout_G02,withheld_geometry,Nuavg,U_only,5.0,0.057291666666666664,0.7883130336514313,0.1346947510610011,0.8163107235679194,0.3236633429209391,0.8359598435741799,1.158073394611845,0.9904506930793816
holdout_G02,withheld_geometry,Nuavg,D_only,5.0,0.057291666666666664,0.5231039678553491,0.06630163286874247,1.142805117192202,0.3236633429209391,0.8359598435741799,1.158073394611845,0.9904506930793816
holdout_G02,withheld_geometry,Nuavg,V_only,5.0,0.057291666666666664,0.5,0.057291666666666664,1.5873103267812487,0.3236633429209391,0.8359598435741799,1.158073394611845,0.9904506930793816
holdout_G02,withheld_geometry,Nuavg,U_plus_D,5.0,0.057291666666666664,0.7701688849824209,0.15253776753229265,0.8364690655305366,0.3236633429209391,0.8359598435741799,1.158073394611845,0.9904506930793816
holdout_G02,withheld_geometry,Nuavg,U_plus_V,5.0,0.057291666666666664,0.7883130336514313,0.1346947510610011,0.8163107235679194,0.3236633429209391,0.8359598435741799,1.158073394611845,0.9904506930793816
holdout_G02,withheld_geometry,Nuavg,D_plus_V,5.0,0.057291666666666664,0.5231039678553491,0.06630163286874247,1.142805117192202,0.3236633429209391,0.8359598435741799,1.158073394611845,0.9904506930793816
holdout_G02,withheld_geometry,Nuavg,U_plus_D_plus_V,5.0,0.057291666666666664,0.7701688849824209,0.15253776753229265,0.8364690655305366,0.3236633429209391,0.8359598435741799,1.158073394611845,0.9904506930793816
holdout_G02,withheld_geometry,Nuavg,U_2D_plus_V,5.0,0.057291666666666664,0.7057540180813662,0.13108722789622396,0.9111338153702085,0.3236633429209391,0.8359598435741799,1.158073394611845,0.9904506930793816
